"Bucket","Area","ID","ItemType","Title","Priority","Milestone","Status","XBrowser_Current","XBrowser_Task","Suggested_Files","DependsOn","Done_Criteria","Test_Steps","SourceCsv","SourceKind"
"developed","WebView2","NEXT-V5-001","Interaction","基础缩放：Ctrl+±/0 与菜单项","P0","M15","done","当前未暴露 WebView2 ZoomFactor 且无快捷键","WebView2View 增加 zoomFactor Q_PROPERTY 与 zoomIn/zoomOut/zoomReset；BrowserWindow 增加 Zoom In/Out/Reset 命令与菜单/快捷键并驱动 focusedView","src/engine/webview2/WebView2View.*; ui/qml/BrowserWindow.qml; src/core/ShortcutStore.*","","打开网页后 Ctrl+Plus/Ctrl+Minus/Ctrl+0 会改变网页缩放且不会崩溃","打开任意网页->按 Ctrl+Plus 两次->按 Ctrl+Minus 一次->按 Ctrl+0 重置；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","WebView2","NEXT-V5-004","Interaction","按站点缩放：同域名复用上次缩放","P0","M15","done","当前缩放不持久且无法按站点应用","导航提交时读取 host；若 rememberZoomPerSite 开启则应用 zoomMap[host] 否则应用 defaultZoom；在用户触发 zoom 时写回 zoomMap","src/engine/webview2/WebView2View.*; src/core/AppSettings.*; ui/qml/BrowserWindow.qml","NEXT-V5-003","两个同域网页保持一致缩放且重启后仍按预期应用","开启按站点记忆->打开 https://example.com 缩放到 125%->新建标签再打开同域->自动 125%->重启后仍 125%；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","WebView2","NEXT-V5-014","Interaction","清理 WebView2 缓存与 cookies（API 接入）","P0","M16","todo","当前未接入 ClearBrowsingDataAsync","在 WebView2View/BrowserController 增加 clearBrowsingData(kindMask,timeRange)；调用 WebView2 Profile ClearBrowsingDataAsync；暴露给 QML 并与 ClearDataDialog 串联","src/engine/webview2/WebView2View.*; src/core/BrowserController.*; ui/qml/BrowserWindow.qml","NEXT-V5-013","清理 cookies 后重新打开站点不再处于登录态（最小可验收）","登录一个测试站点或设置 cookie->执行清理 cookies->刷新->登录态消失；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","WebView2","NEXT-V5-016","Interaction","Cookie 管理：列出当前站点 cookies 并可逐条删除","P1","M16","todo","当前无 cookie 列表能力","封装 WebView2 CookieManager：getCookies(url) 返回简化列表；deleteCookie(domain,name,path)；提供 QAbstractListModel 暴露给 QML","src/engine/webview2/WebView2CookieModel.* (new); src/engine/webview2/WebView2View.*; src/app/main.cpp","","在 QML 中可显示 cookies 列表并能删除一条使其消失","访问会写 cookie 的站点->打开 Site Data->看到 cookies->删除一条->刷新->该 cookie 不再出现；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","WebView2","NEXT-V5-008","Interaction","Web 内容触发全屏（视频）与窗口全屏联动","P2","M15","todo","当前可能忽略 ContainsFullScreenElementChanged","监听 WebView2 ContainsFullScreenElementChanged；当网页进入全屏时切换窗口全屏并展示退出提示；退出时恢复","src/engine/webview2/WebView2View.*; ui/qml/BrowserWindow.qml; ui/qml/components/ToastHost.qml","NEXT-V5-007","视频站点进入全屏后窗口进入全屏且退出后恢复","打开视频站点->点击播放器全屏->窗口进入全屏->按 Esc 退出->窗口恢复；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","WebView2","NEXT-V5-044","Interaction","捕获网页预览图：CapturePreview API 暴露给 QML","P2","M19","todo","当前无 tab 缩略图能力","WebView2View 实现 capturePreview(width,height)->QImage/PNG file；提供异步回调与节流；失败返回空","src/engine/webview2/WebView2View.*; src/app/main.cpp","","可捕获当前页面预览并在 QML Image 显示","打开网页->触发 capturePreview->看到缩略图；重复触发不崩溃；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Welcome","ZEN-190","Feature","首次启动欢迎页","P4","M5","done","已实现(基础)","在 XBrowser：可选实现 onboarding（首次启动引导/快捷键提示）","ui/qml/components/Onboarding.qml (待建)","","首次启动展示一次并可跳过","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Window/Layout","ZEN-010","Feature","主容器包装","MVP","M1","done","已实现(基础)","在 XBrowser 里定义等价的根布局容器（QML 根 Item），支持全局 overlay/动画层","ui/qml/BrowserWindow.qml","","存在可覆盖全窗口的 overlay 层与根容器引用","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Window/Layout","ZEN-011","Feature","AppContent 与 Navbar 容器","MVP","M1","done","已实现(基础)","在 XBrowser 中拆分：侧边栏区 + 顶部/侧边地址栏区 + 内容区容器","ui/qml/BrowserWindow.qml; ui/qml/components/*","ZEN-010","布局可独立显示/隐藏地址栏区域且不影响内容区渲染","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Window/Layout","ZEN-012","Feature","Tabstrip 注入 Essentials 与 Wrapper","MVP","M1","done","已实现(基础)","在 XBrowser 侧边栏中增加 Essentials 区域（固定/常用标签）并与普通标签列表分区","src/core/TabModel.*; ui/qml/BrowserWindow.qml","ZEN-010","侧边栏有可配置的固定区与普通区，支持基本增删/激活","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Window/Layout","ZEN-015","Feature","Tabbox 附加元素(Toast/Overlays)","MVP","M1","done","已实现(基础)","在 XBrowser：实现 Toast 容器与 Overlay host（Split/Glance 等未来功能共用）","ui/qml/components/OverlayHost.qml; ui/qml/components/ToastHost.qml","ZEN-010","可从任意逻辑触发 toast；overlay 可覆盖内容区并响应点击关闭","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Window/Layout","DEV-LAYOUT-001","Interaction","侧栏右侧模式（对齐 Zen vertical tabs right-side）","P1","M9","done","当前侧栏固定在左侧","新增 AppSettings.sidebarOnRight；BrowserWindow 主布局根据该开关交换 sidebar/webPanel 位置；修正拖拽分隔线方向与 compactMode 边缘 hover 区","src/core/AppSettings.*; ui/qml/BrowserWindow.qml; ui/qml/components/SettingsDialog.qml","","开启开关后侧栏在右侧且拖拽分隔线方向正确；重启后仍保持；webPanel 随布局镜像且可拖拽宽度","打开 Settings->Appearance->Sidebar on right；观察侧栏移到右侧；拖拽侧栏分隔线/双击复位；打开任意 Web Panel 验证其在左侧且分隔线可拖拽；重启验证保持；运行 ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developed","Window/Layout","NEXT-V5-007","Interaction","全屏：F11 切换窗口全屏并隐藏无关 UI","P1","M15","done","当前无全屏切换","增加 toggle-fullscreen 命令与 F11；QML 设置 Window.visibility=FullScreen；全屏时隐藏标题区/侧栏可选并保持退出还原","ui/qml/BrowserWindow.qml; src/core/ShortcutStore.*; src/platform/windows/WindowChromeController.* (if needed)","","F11 可进出全屏且退出后 UI 状态还原","打开网页->按 F11 进入全屏->按 Esc 或 F11 退出->确认侧栏与地址栏状态一致；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Window/Layout","ZEN-016","Feature","Zen PopupSet 与 Panels","P1","M2","done","部分实现","在 XBrowser：用 QML Popup/Drawer/Sheet 体系替代，并统一管理打开/关闭与定位","ui/qml/components/Popups/* (待建)","ZEN-010","至少有一个统一 Popup 管理器，可按锚点弹出","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Windows","NEXT-V4-006","Interaction","多窗口(New Window/Close Window/Window->Tabs)","P1","M6","done","已实现 New Window（启动新进程）与入口/快捷键。","新窗口通过 startDetached 打开新进程（隔离 profile，避免多实例写同一数据目录）。","src/app/main.cpp; ui/qml/BrowserWindow.qml; ui/qml/components/Shortcuts.qml; docs/RUNNING.md","NEXT-V4-001","可打开第二个窗口且各自可独立浏览；关闭后不崩溃。","打开新窗口 -> 两窗口分别打开不同网址 -> 关闭其中一个 -> 另一个仍可用","logs/zen_browser_next_plan_v4.csv","logs"
"developing","Windows","NEXT-V5-042","Interaction","Move Tab to New Window 与 Move Tab to Workspace","P2","M19","todo","缺少跨窗口/跨 workspace 移动入口","Tab 右键菜单增加：Move to New Window（启动新进程并打开 url）；Move to Workspace（选择目标 workspace）；移动后原处关闭并保持历史","ui/qml/BrowserWindow.qml; src/app/main.cpp; src/core/WorkspaceModel.*; src/core/TabModel.*","","可把当前 tab 移到新窗口或其它 workspace 且不会丢失","右键 tab->Move to New Window->新窗口打开同 url；右键 tab->Move to Workspace->切换 workspace 验证；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","WindowSync","ZEN-161","Feature","多窗口同步","P3","M4","done","已记录(设计/约束)","已记录：当前单窗口；如需多窗口共享工作区与 tab 元数据，采用 versioned state + 显式同步层，避免共享 WebView 实例。","docs/ZEN_COMPAT.md; src/core/SessionStore.*","ZEN-160","（可选）多窗口共享同一组工作区与 tab 元数据","打开 docs/ZEN_COMPAT.md 的 ZEN-161 小节","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Workspace","INT-016","Interaction","工作区 UI：从 ComboBox 改为 Zen 风格（列表/胶囊/图标），并支持滚动","P2","M2","done","当前 SidebarFooter 用 ComboBox 切换工作区，交互偏“设置项”。","实现侧栏底部 workspace strip：显示名称/颜色；可滚动；点击切换；保留“+”。","ui/qml/components/SidebarFooter.qml; ui/qml/BrowserWindow.qml","","workspace 切换无需打开下拉框；切换有明确选中态。","创建 5 个 workspace -> 点击任意 workspace -> tab 列表切换正确","logs/zen_browser_interaction_plan.csv","logs"
"developed","Workspace","INT-017","Interaction","工作区切换快捷键（可配置）","P2","M2","done","当前仅支持菜单/ComboBox。","新增快捷键：Alt+1..9（建议）用于切换工作区；并在命令面板中可发现。","ui/qml/components/Shortcuts.qml; src/app/main.cpp（commands）","","快捷键可切换工作区且与 Ctrl+Tab 等不冲突。","创建 3 个 workspace -> Alt+2 切到第 2 个 -> UI 更新","logs/zen_browser_interaction_plan.csv","logs"
"developed","Workspace","INT-018","Interaction","工作区级 UI 状态：每个 workspace 记住侧栏宽度/展开/上次激活 tab 等","P2","M2","done","当前 AppSettings 为全局（sidebarWidth/sidebarExpanded），非 workspace 级。","将部分 UI 状态迁移到 WorkspaceModel（可先仅 sidebarWidth/sidebarExpanded）；切换 workspace 自动应用。","src/core/WorkspaceModel.*; src/core/AppSettings.*; src/core/SessionStore.*; ui/qml/BrowserWindow.qml","","切换 workspace 时侧栏状态随之变化并被保存。","Workspace A 设为窄侧栏 -> 切到 B 设为宽 -> 来回切换：宽度分别记住","logs/zen_browser_interaction_plan.csv","logs"
"developed","Workspaces","ZEN-050","Feature","工作区总控","MVP","M1","done","已实现(基础)","在 XBrowser：新增 WorkspaceModel + WorkspaceController；将 TabModel 按 workspace 分桶","(建议新增) src/core/WorkspaceModel.*; src/core/WorkspaceController.*","ZEN-017","可创建多个工作区，切换时 tab 列表与活动 tab 隔离","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Workspaces","ZEN-051","Feature","自定义元素与 UI","MVP","M1","done","已实现(基础)","在 XBrowser：以 QML 组件实现 WorkspaceSwitcher + WorkspaceView + WorkspaceCreationDialog","ui/qml/components/WorkspaceSwitcher.qml; ui/qml/components/WorkspaceCreationDialog.qml","ZEN-050","有工作区切换器；可创建/重命名/删除工作区","","logs/zen_browser_feature_impl_plan.csv","logs"
"developing","Workspaces","NEXT-V5-043","Interaction","Workspace 管理器：重命名/排序/删除/复制","P1","M19","todo","WorkspaceModel 仅支持新增与切换","新增 WorkspaceManagerDialog：列出 workspaces；rename/reorder/delete/duplicate；删除时迁移 tabs 到默认 workspace；持久化","ui/qml/components/WorkspaceManagerDialog.qml (new); ui/qml/BrowserWindow.qml; src/core/WorkspaceModel.*; tests/TestWorkspaceModel.cpp","","可在对话框中重命名/排序并重启保持；删除 workspace 不崩溃且 tabs 合理处理","新建2个 workspace->打开管理器->重命名并排序->重启->保持；删除一个->tabs 迁移到默认；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Workspaces","ZEN-053","Feature","工作区书签/快速入口存储","P3","M4","done","已实现(基础)","在 XBrowser：新增本地存储（JSON/SQLite）保存 workspace 的快捷入口","(建议新增) src/core/Storage/*; docs/DESIGN.md","ZEN-050","能持久化 workspace 的快捷入口列表并在 UI 显示","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Workspaces/Theme","ZEN-052","Feature","工作区主题与渐变生成","P2","M3","done","已实现(基础)","在 XBrowser：设计主题系统（全局+工作区覆盖），先实现 accent color + background gradient","ui/qml/components/Theme/* (待建)","ZEN-050","切换工作区时主题联动更新（至少颜色/背景）","","logs/zen_browser_feature_impl_plan.csv","logs"
"developing","Workspaces/Theme","NEXT-V5-050","Interaction","每 Workspace 主题覆盖：切换 workspace 自动切换 accent","P3","M20","todo","workspace 没有主题字段","WorkspaceModel 增加 workspaceAccent/themeOverride 字段并持久化；切换 workspace 时 ThemeController 选择 workspace override；UI 提供设置入口","src/core/WorkspaceModel.*; src/core/ThemeController.*; ui/qml/BrowserWindow.qml; tests/TestWorkspaceModel.cpp","NEXT-V5-049","两个 workspace 设置不同 accent 后切换时 UI 主色随之变化且重启保持","为 workspace A/B 设置不同 accent->在 A/B 间切换->颜色变化->重启保持；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
